postal_code,country,state,area_description,territory_description
78958,USA,TX,South Texas,Southwest
78959,USA,TX,South Texas,Southwest
78960,USA,TX,South Texas,Southwest
78961,USA,TX,South Texas,Southwest
78962,USA,TX,South Texas,Southwest
78963,USA,TX,South Texas,Southwest
78964,USA,TX,South Texas,Southwest
78965,USA,TX,South Texas,Southwest
78966,USA,TX,South Texas,Southwest
78972,USA,TX,South Texas,Southwest
78976,USA,TX,South Texas,Southwest
79001,USA,TX,North Texas,Southwest
79002,USA,TX,North Texas,Southwest
79003,USA,TX,North Texas,Southwest
79004,USA,TX,North Texas,Southwest
79005,USA,TX,North Texas,Southwest
79007,USA,TX,North Texas,Southwest
79008,USA,TX,North Texas,Southwest
79009,USA,TX,North Texas,Southwest
79010,USA,TX,North Texas,Southwest
79011,USA,TX,North Texas,Southwest
79012,USA,TX,North Texas,Southwest
79013,USA,TX,North Texas,Southwest
79014,USA,TX,North Texas,Southwest
79015,USA,TX,North Texas,Southwest
79016,USA,TX,North Texas,Southwest
79017,USA,TX,North Texas,Southwest
79018,USA,TX,North Texas,Southwest
79019,USA,TX,North Texas,Southwest
79020,USA,TX,North Texas,Southwest
79021,USA,TX,North Texas,Southwest
79022,USA,TX,North Texas,Southwest
79023,USA,TX,North Texas,Southwest
79024,USA,TX,North Texas,Southwest
79025,USA,TX,North Texas,Southwest
79027,USA,TX,North Texas,Southwest
79029,USA,TX,North Texas,Southwest
79031,USA,TX,North Texas,Southwest
79032,USA,TX,North Texas,Southwest
79033,USA,TX,North Texas,Southwest
79034,USA,TX,North Texas,Southwest
79035,USA,TX,North Texas,Southwest
79036,USA,TX,North Texas,Southwest
79039,USA,TX,North Texas,Southwest
79040,USA,TX,North Texas,Southwest
79041,USA,TX,North Texas,Southwest
79042,USA,TX,North Texas,Southwest
79043,USA,TX,North Texas,Southwest
79044,USA,TX,North Texas,Southwest
79045,USA,TX,North Texas,Southwest
79046,USA,TX,North Texas,Southwest
79048,USA,TX,North Texas,Southwest
79051,USA,TX,North Texas,Southwest
79052,USA,TX,North Texas,Southwest
79053,USA,TX,North Texas,Southwest
79054,USA,TX,North Texas,Southwest
79055,USA,TX,North Texas,Southwest
79056,USA,TX,North Texas,Southwest
79057,USA,TX,North Texas,Southwest
79058,USA,TX,North Texas,Southwest
79059,USA,TX,North Texas,Southwest
79061,USA,TX,North Texas,Southwest
79062,USA,TX,North Texas,Southwest
79063,USA,TX,North Texas,Southwest
79064,USA,TX,North Texas,Southwest
79065,USA,TX,North Texas,Southwest
79066,USA,TX,North Texas,Southwest
79068,USA,TX,North Texas,Southwest
79069,USA,TX,North Texas,Southwest
79070,USA,TX,North Texas,Southwest
79072,USA,TX,North Texas,Southwest
79073,USA,TX,North Texas,Southwest
79077,USA,TX,North Texas,Southwest
79078,USA,TX,North Texas,Southwest
79079,USA,TX,North Texas,Southwest
79080,USA,TX,North Texas,Southwest
79081,USA,TX,North Texas,Southwest
79082,USA,TX,North Texas,Southwest
79083,USA,TX,North Texas,Southwest
79084,USA,TX,North Texas,Southwest
79085,USA,TX,North Texas,Southwest
79086,USA,TX,North Texas,Southwest
79087,USA,TX,North Texas,Southwest
79088,USA,TX,North Texas,Southwest
79091,USA,TX,North Texas,Southwest
79092,USA,TX,North Texas,Southwest
79093,USA,TX,North Texas,Southwest
79094,USA,TX,North Texas,Southwest
79095,USA,TX,North Texas,Southwest
79096,USA,TX,North Texas,Southwest
79097,USA,TX,North Texas,Southwest
79098,USA,TX,North Texas,Southwest
79100,USA,TX,North Texas,Southwest
79101,USA,TX,North Texas,Southwest
79102,USA,TX,North Texas,Southwest
79103,USA,TX,North Texas,Southwest
79104,USA,TX,North Texas,Southwest
79105,USA,TX,North Texas,Southwest
79106,USA,TX,North Texas,Southwest
79107,USA,TX,North Texas,Southwest
79108,USA,TX,North Texas,Southwest
79109,USA,TX,North Texas,Southwest
79110,USA,TX,North Texas,Southwest
79111,USA,TX,North Texas,Southwest
79113,USA,TX,North Texas,Southwest
79114,USA,TX,North Texas,Southwest
79115,USA,TX,North Texas,Southwest
79116,USA,TX,North Texas,Southwest
79117,USA,TX,North Texas,Southwest
79118,USA,TX,North Texas,Southwest
79119,USA,TX,North Texas,Southwest
79120,USA,TX,North Texas,Southwest
79121,USA,TX,North Texas,Southwest
79123,USA,TX,North Texas,Southwest
79124,USA,TX,North Texas,Southwest
79131,USA,TX,North Texas,Southwest
79137,USA,TX,North Texas,Southwest
79141,USA,TX,North Texas,Southwest
79154,USA,TX,North Texas,Southwest
79158,USA,TX,North Texas,Southwest
79159,USA,TX,North Texas,Southwest
79160,USA,TX,North Texas,Southwest
79162,USA,TX,North Texas,Southwest
79163,USA,TX,North Texas,Southwest
79166,USA,TX,North Texas,Southwest
79168,USA,TX,North Texas,Southwest
79170,USA,TX,North Texas,Southwest
79172,USA,TX,North Texas,Southwest
79174,USA,TX,North Texas,Southwest
79175,USA,TX,North Texas,Southwest
79178,USA,TX,North Texas,Southwest
79180,USA,TX,North Texas,Southwest
79185,USA,TX,North Texas,Southwest
79189,USA,TX,North Texas,Southwest
79193,USA,TX,North Texas,Southwest
79196,USA,TX,North Texas,Southwest
79201,USA,TX,North Texas,Southwest
79219,USA,TX,North Texas,Southwest
79220,USA,TX,North Texas,Southwest
79221,USA,TX,North Texas,Southwest
79223,USA,TX,North Texas,Southwest
79225,USA,TX,North Texas,Southwest
79226,USA,TX,North Texas,Southwest
79227,USA,TX,North Texas,Southwest
79229,USA,TX,North Texas,Southwest
79230,USA,TX,North Texas,Southwest
79231,USA,TX,North Texas,Southwest
79232,USA,TX,North Texas,Southwest
79233,USA,TX,North Texas,Southwest
79234,USA,TX,North Texas,Southwest
79235,USA,TX,North Texas,Southwest
79236,USA,TX,North Texas,Southwest
79237,USA,TX,North Texas,Southwest
79238,USA,TX,North Texas,Southwest
79239,USA,TX,North Texas,Southwest
79240,USA,TX,North Texas,Southwest
79241,USA,TX,North Texas,Southwest
79243,USA,TX,North Texas,Southwest
79244,USA,TX,North Texas,Southwest
79245,USA,TX,North Texas,Southwest
79247,USA,TX,North Texas,Southwest
79248,USA,TX,North Texas,Southwest
79250,USA,TX,North Texas,Southwest
79251,USA,TX,North Texas,Southwest
79252,USA,TX,North Texas,Southwest
79255,USA,TX,North Texas,Southwest
79256,USA,TX,North Texas,Southwest
79257,USA,TX,North Texas,Southwest
79258,USA,TX,North Texas,Southwest
79259,USA,TX,North Texas,Southwest
79261,USA,TX,North Texas,Southwest
79292,USA,TX,North Texas,Southwest
79300,USA,TX,North Texas,Southwest
79301,USA,TX,North Texas,Southwest
79310,USA,TX,North Texas,Southwest
79311,USA,TX,North Texas,Southwest
79312,USA,TX,North Texas,Southwest
79313,USA,TX,North Texas,Southwest
79314,USA,TX,North Texas,Southwest
79316,USA,TX,North Texas,Southwest
79321,USA,TX,North Texas,Southwest
79322,USA,TX,North Texas,Southwest
79323,USA,TX,North Texas,Southwest
79324,USA,TX,North Texas,Southwest
79325,USA,TX,North Texas,Southwest
79326,USA,TX,North Texas,Southwest
79329,USA,TX,North Texas,Southwest
79330,USA,TX,North Texas,Southwest
79331,USA,TX,North Texas,Southwest
79334,USA,TX,North Texas,Southwest
79336,USA,TX,North Texas,Southwest
79338,USA,TX,North Texas,Southwest
79339,USA,TX,North Texas,Southwest
79342,USA,TX,North Texas,Southwest
79343,USA,TX,North Texas,Southwest
79344,USA,TX,North Texas,Southwest
79345,USA,TX,North Texas,Southwest
79346,USA,TX,North Texas,Southwest
79347,USA,TX,North Texas,Southwest
79350,USA,TX,North Texas,Southwest
79351,USA,TX,North Texas,Southwest
79353,USA,TX,North Texas,Southwest
79355,USA,TX,North Texas,Southwest
79356,USA,TX,North Texas,Southwest
79357,USA,TX,North Texas,Southwest
79358,USA,TX,North Texas,Southwest
79359,USA,TX,North Texas,Southwest
79360,USA,TX,North Texas,Southwest
79363,USA,TX,North Texas,Southwest
79364,USA,TX,North Texas,Southwest
79366,USA,TX,North Texas,Southwest
79367,USA,TX,North Texas,Southwest
79368,USA,TX,North Texas,Southwest
79369,USA,TX,North Texas,Southwest
79370,USA,TX,North Texas,Southwest
79371,USA,TX,North Texas,Southwest
79372,USA,TX,North Texas,Southwest
79373,USA,TX,North Texas,Southwest
79376,USA,TX,North Texas,Southwest
79377,USA,TX,North Texas,Southwest
79378,USA,TX,North Texas,Southwest
79379,USA,TX,North Texas,Southwest
79380,USA,TX,North Texas,Southwest
79381,USA,TX,North Texas,Southwest
79382,USA,TX,North Texas,Southwest
79383,USA,TX,North Texas,Southwest
79384,USA,TX,North Texas,Southwest
79400,USA,TX,North Texas,Southwest
79401,USA,TX,North Texas,Southwest
79402,USA,TX,North Texas,Southwest
79403,USA,TX,North Texas,Southwest
79404,USA,TX,North Texas,Southwest
79405,USA,TX,North Texas,Southwest
79406,USA,TX,North Texas,Southwest
79407,USA,TX,North Texas,Southwest
79408,USA,TX,North Texas,Southwest
79409,USA,TX,North Texas,Southwest
79410,USA,TX,North Texas,Southwest
79411,USA,TX,North Texas,Southwest
79412,USA,TX,North Texas,Southwest
79413,USA,TX,North Texas,Southwest
79414,USA,TX,North Texas,Southwest
79415,USA,TX,North Texas,Southwest
79416,USA,TX,North Texas,Southwest
79417,USA,TX,North Texas,Southwest
79418,USA,TX,North Texas,Southwest
79423,USA,TX,North Texas,Southwest
79424,USA,TX,North Texas,Southwest
79427,USA,TX,North Texas,Southwest
79430,USA,TX,North Texas,Southwest
79431,USA,TX,North Texas,Southwest
79440,USA,TX,North Texas,Southwest
79447,USA,TX,North Texas,Southwest
79452,USA,TX,North Texas,Southwest
79453,USA,TX,North Texas,Southwest
79457,USA,TX,North Texas,Southwest
79464,USA,TX,North Texas,Southwest
79489,USA,TX,North Texas,Southwest
79490,USA,TX,North Texas,Southwest
79491,USA,TX,North Texas,Southwest
79492,USA,TX,North Texas,Southwest
79493,USA,TX,North Texas,Southwest
79499,USA,TX,North Texas,Southwest
79501,USA,TX,North Texas,Southwest
79502,USA,TX,North Texas,Southwest
79503,USA,TX,North Texas,Southwest
79504,USA,TX,North Texas,Southwest
79505,USA,TX,North Texas,Southwest
79506,USA,TX,North Texas,Southwest
79508,USA,TX,North Texas,Southwest
79510,USA,TX,North Texas,Southwest
79511,USA,TX,North Texas,Southwest
79512,USA,TX,North Texas,Southwest
79516,USA,TX,North Texas,Southwest
79517,USA,TX,North Texas,Southwest
79518,USA,TX,North Texas,Southwest
79519,USA,TX,North Texas,Southwest
79520,USA,TX,North Texas,Southwest
79521,USA,TX,North Texas,Southwest
79522,USA,TX,North Texas,Southwest
79525,USA,TX,North Texas,Southwest
79526,USA,TX,North Texas,Southwest
79527,USA,TX,North Texas,Southwest
79528,USA,TX,North Texas,Southwest
79529,USA,TX,North Texas,Southwest
79530,USA,TX,North Texas,Southwest
79532,USA,TX,North Texas,Southwest
79533,USA,TX,North Texas,Southwest
79534,USA,TX,North Texas,Southwest
79535,USA,TX,North Texas,Southwest
79536,USA,TX,North Texas,Southwest
79537,USA,TX,North Texas,Southwest
79538,USA,TX,North Texas,Southwest
79539,USA,TX,North Texas,Southwest
79540,USA,TX,North Texas,Southwest
79541,USA,TX,North Texas,Southwest
79543,USA,TX,North Texas,Southwest
79544,USA,TX,North Texas,Southwest
79545,USA,TX,North Texas,Southwest
79546,USA,TX,North Texas,Southwest
79547,USA,TX,North Texas,Southwest
79548,USA,TX,North Texas,Southwest
79549,USA,TX,North Texas,Southwest
79550,USA,TX,North Texas,Southwest
79553,USA,TX,North Texas,Southwest
79555,USA,TX,North Texas,Southwest
79556,USA,TX,North Texas,Southwest
79560,USA,TX,North Texas,Southwest
79561,USA,TX,North Texas,Southwest
79562,USA,TX,North Texas,Southwest
79563,USA,TX,North Texas,Southwest
79565,USA,TX,North Texas,Southwest
79566,USA,TX,North Texas,Southwest
79567,USA,TX,North Texas,Southwest
79575,USA,TX,North Texas,Southwest
79580,USA,TX,North Texas,Southwest
79584,USA,TX,North Texas,Southwest
79599,USA,TX,North Texas,Southwest
79600,USA,TX,North Texas,Southwest
79601,USA,TX,North Texas,Southwest
79602,USA,TX,North Texas,Southwest
79603,USA,TX,North Texas,Southwest
79604,USA,TX,North Texas,Southwest
79605,USA,TX,North Texas,Southwest
79606,USA,TX,North Texas,Southwest
79607,USA,TX,North Texas,Southwest
79608,USA,TX,North Texas,Southwest
79612,USA,TX,North Texas,Southwest
79622,USA,TX,North Texas,Southwest
79630,USA,TX,North Texas,Southwest
79631,USA,TX,North Texas,Southwest
79635,USA,TX,North Texas,Southwest
79636,USA,TX,North Texas,Southwest
79637,USA,TX,North Texas,Southwest
79638,USA,TX,North Texas,Southwest
79641,USA,TX,North Texas,Southwest
79644,USA,TX,North Texas,Southwest
79647,USA,TX,North Texas,Southwest
79649,USA,TX,North Texas,Southwest
79654,USA,TX,North Texas,Southwest
79663,USA,TX,North Texas,Southwest
79676,USA,TX,North Texas,Southwest
79684,USA,TX,North Texas,Southwest
79690,USA,TX,North Texas,Southwest
79696,USA,TX,North Texas,Southwest
79697,USA,TX,North Texas,Southwest
79698,USA,TX,North Texas,Southwest
79699,USA,TX,North Texas,Southwest
79701,USA,TX,North Texas,Southwest
79702,USA,TX,North Texas,Southwest
79703,USA,TX,North Texas,Southwest
79704,USA,TX,North Texas,Southwest
79705,USA,TX,North Texas,Southwest
79706,USA,TX,North Texas,Southwest
79707,USA,TX,North Texas,Southwest
79708,USA,TX,North Texas,Southwest
79709,USA,TX,North Texas,Southwest
79710,USA,TX,North Texas,Southwest
79711,USA,TX,North Texas,Southwest
79712,USA,TX,North Texas,Southwest
79713,USA,TX,North Texas,Southwest
79714,USA,TX,North Texas,Southwest
79717,USA,TX,North Texas,Southwest
79718,USA,TX,North Texas,Southwest
79719,USA,TX,North Texas,Southwest
79720,USA,TX,North Texas,Southwest
79721,USA,TX,North Texas,Southwest
79724,USA,TX,North Texas,Southwest
79730,USA,TX,North Texas,Southwest
79731,USA,TX,North Texas,Southwest
79732,USA,TX,North Texas,Southwest
79733,USA,TX,North Texas,Southwest
79734,USA,TX,North Texas,Southwest
79735,USA,TX,North Texas,Southwest
79736,USA,TX,North Texas,Southwest
79738,USA,TX,North Texas,Southwest
79739,USA,TX,North Texas,Southwest
79740,USA,TX,North Texas,Southwest
79741,USA,TX,North Texas,Southwest
79742,USA,TX,North Texas,Southwest
79743,USA,TX,North Texas,Southwest
79744,USA,TX,North Texas,Southwest
79745,USA,TX,North Texas,Southwest
79748,USA,TX,North Texas,Southwest
79749,USA,TX,North Texas,Southwest
79750,USA,TX,North Texas,Southwest
79752,USA,TX,North Texas,Southwest
79754,USA,TX,North Texas,Southwest
79755,USA,TX,North Texas,Southwest
79756,USA,TX,North Texas,Southwest
79758,USA,TX,North Texas,Southwest
79759,USA,TX,North Texas,Southwest
79760,USA,TX,North Texas,Southwest
79761,USA,TX,North Texas,Southwest
79762,USA,TX,North Texas,Southwest
79763,USA,TX,North Texas,Southwest
79764,USA,TX,North Texas,Southwest
79765,USA,TX,North Texas,Southwest
79766,USA,TX,North Texas,Southwest
79767,USA,TX,North Texas,Southwest
79768,USA,TX,North Texas,Southwest
79769,USA,TX,North Texas,Southwest
79770,USA,TX,North Texas,Southwest
79772,USA,TX,North Texas,Southwest
79776,USA,TX,North Texas,Southwest
79777,USA,TX,North Texas,Southwest
79778,USA,TX,North Texas,Southwest
79780,USA,TX,North Texas,Southwest
79781,USA,TX,North Texas,Southwest
79782,USA,TX,North Texas,Southwest
79783,USA,TX,North Texas,Southwest
79785,USA,TX,North Texas,Southwest
79786,USA,TX,North Texas,Southwest
79788,USA,TX,North Texas,Southwest
79789,USA,TX,North Texas,Southwest
79791,USA,TX,North Texas,Southwest
79802,USA,TX,North Texas,Southwest
79805,USA,TX,North Texas,Southwest
79806,USA,TX,North Texas,Southwest
79821,USA,TX,North Texas,Southwest
79822,USA,TX,North Texas,Southwest
79830,USA,TX,North Texas,Southwest
79831,USA,TX,North Texas,Southwest
79832,USA,TX,North Texas,Southwest
79833,USA,TX,North Texas,Southwest
79834,USA,TX,North Texas,Southwest
79835,USA,TX,North Texas,Southwest
79836,USA,TX,North Texas,Southwest
79837,USA,TX,North Texas,Southwest
79838,USA,TX,North Texas,Southwest
79839,USA,TX,North Texas,Southwest
79840,USA,TX,North Texas,Southwest
79842,USA,TX,North Texas,Southwest
79843,USA,TX,North Texas,Southwest
79845,USA,TX,North Texas,Southwest
79846,USA,TX,North Texas,Southwest
79847,USA,TX,North Texas,Southwest
79848,USA,TX,North Texas,Southwest
79849,USA,TX,North Texas,Southwest
79850,USA,TX,North Texas,Southwest
79851,USA,TX,North Texas,Southwest
79852,USA,TX,North Texas,Southwest
79853,USA,TX,North Texas,Southwest
79854,USA,TX,North Texas,Southwest
79855,USA,TX,North Texas,Southwest
79862,USA,TX,North Texas,Southwest
79879,USA,TX,North Texas,Southwest
79898,USA,TX,North Texas,Southwest
79900,USA,TX,North Texas,Southwest
79901,USA,TX,North Texas,Southwest
79902,USA,TX,North Texas,Southwest
79903,USA,TX,North Texas,Southwest
79904,USA,TX,North Texas,Southwest
79905,USA,TX,North Texas,Southwest
79906,USA,TX,North Texas,Southwest
79907,USA,TX,North Texas,Southwest
79908,USA,TX,North Texas,Southwest
79910,USA,TX,North Texas,Southwest
79911,USA,TX,North Texas,Southwest
79912,USA,TX,North Texas,Southwest
79913,USA,TX,North Texas,Southwest
79914,USA,TX,North Texas,Southwest
79915,USA,TX,North Texas,Southwest
79916,USA,TX,North Texas,Southwest
79917,USA,TX,North Texas,Southwest
79918,USA,TX,North Texas,Southwest
79920,USA,TX,North Texas,Southwest
79921,USA,TX,North Texas,Southwest
79922,USA,TX,North Texas,Southwest
79923,USA,TX,North Texas,Southwest
79924,USA,TX,North Texas,Southwest
79925,USA,TX,North Texas,Southwest
79926,USA,TX,North Texas,Southwest
79927,USA,TX,North Texas,Southwest
79928,USA,TX,North Texas,Southwest
79929,USA,TX,North Texas,Southwest
79930,USA,TX,North Texas,Southwest
79931,USA,TX,North Texas,Southwest
79932,USA,TX,North Texas,Southwest
79934,USA,TX,North Texas,Southwest
79935,USA,TX,North Texas,Southwest
79936,USA,TX,North Texas,Southwest
79937,USA,TX,North Texas,Southwest
79938,USA,TX,North Texas,Southwest
79940,USA,TX,North Texas,Southwest
79941,USA,TX,North Texas,Southwest
79942,USA,TX,North Texas,Southwest
79943,USA,TX,North Texas,Southwest
79944,USA,TX,North Texas,Southwest
79945,USA,TX,North Texas,Southwest
79946,USA,TX,North Texas,Southwest
79947,USA,TX,North Texas,Southwest
79948,USA,TX,North Texas,Southwest
79949,USA,TX,North Texas,Southwest
79950,USA,TX,North Texas,Southwest
79951,USA,TX,North Texas,Southwest
79952,USA,TX,North Texas,Southwest
79953,USA,TX,North Texas,Southwest
79954,USA,TX,North Texas,Southwest
79955,USA,TX,North Texas,Southwest
79956,USA,TX,North Texas,Southwest
79958,USA,TX,North Texas,Southwest
79960,USA,TX,North Texas,Southwest
79961,USA,TX,North Texas,Southwest
79966,USA,TX,North Texas,Southwest
79968,USA,TX,North Texas,Southwest
79974,USA,TX,North Texas,Southwest
79976,USA,TX,North Texas,Southwest
79977,USA,TX,North Texas,Southwest
79978,USA,TX,North Texas,Southwest
79980,USA,TX,North Texas,Southwest
79981,USA,TX,North Texas,Southwest
79982,USA,TX,North Texas,Southwest
79983,USA,TX,North Texas,Southwest
79988,USA,TX,North Texas,Southwest
79990,USA,TX,North Texas,Southwest
79993,USA,TX,North Texas,Southwest
79995,USA,TX,North Texas,Southwest
79996,USA,TX,North Texas,Southwest
79997,USA,TX,North Texas,Southwest
79998,USA,TX,North Texas,Southwest
79999,USA,TX,North Texas,Southwest
80001,USA,CO,Rocky Mountain States,Plains/Mountains
80002,USA,CO,Rocky Mountain States,Plains/Mountains
80003,USA,CO,Rocky Mountain States,Plains/Mountains
80004,USA,CO,Rocky Mountain States,Plains/Mountains
80005,USA,CO,Rocky Mountain States,Plains/Mountains
80006,USA,CO,Rocky Mountain States,Plains/Mountains
80007,USA,CO,Rocky Mountain States,Plains/Mountains
80008,USA,CO,Rocky Mountain States,Plains/Mountains
80010,USA,CO,Rocky Mountain States,Plains/Mountains
80011,USA,CO,Rocky Mountain States,Plains/Mountains
80012,USA,CO,Rocky Mountain States,Plains/Mountains
80013,USA,CO,Rocky Mountain States,Plains/Mountains
80014,USA,CO,Rocky Mountain States,Plains/Mountains
80015,USA,CO,Rocky Mountain States,Plains/Mountains
80016,USA,CO,Rocky Mountain States,Plains/Mountains
80017,USA,CO,Rocky Mountain States,Plains/Mountains
80018,USA,CO,Rocky Mountain States,Plains/Mountains
80019,USA,CO,Rocky Mountain States,Plains/Mountains
80020,USA,CO,Rocky Mountain States,Plains/Mountains
80021,USA,CO,Rocky Mountain States,Plains/Mountains
80022,USA,CO,Rocky Mountain States,Plains/Mountains
80023,USA,CO,Rocky Mountain States,Plains/Mountains
80024,USA,CO,Rocky Mountain States,Plains/Mountains
80025,USA,CO,Rocky Mountain States,Plains/Mountains
80026,USA,CO,Rocky Mountain States,Plains/Mountains
80027,USA,CO,Rocky Mountain States,Plains/Mountains
80028,USA,CO,Rocky Mountain States,Plains/Mountains
80030,USA,CO,Rocky Mountain States,Plains/Mountains
80031,USA,CO,Rocky Mountain States,Plains/Mountains
80032,USA,CO,Rocky Mountain States,Plains/Mountains
80033,USA,CO,Rocky Mountain States,Plains/Mountains
80034,USA,CO,Rocky Mountain States,Plains/Mountains
80035,USA,CO,Rocky Mountain States,Plains/Mountains
80036,USA,CO,Rocky Mountain States,Plains/Mountains
80037,USA,CO,Rocky Mountain States,Plains/Mountains
80038,USA,CO,Rocky Mountain States,Plains/Mountains
80039,USA,CO,Rocky Mountain States,Plains/Mountains
80040,USA,CO,Rocky Mountain States,Plains/Mountains
80041,USA,CO,Rocky Mountain States,Plains/Mountains
80042,USA,CO,Rocky Mountain States,Plains/Mountains
80044,USA,CO,Rocky Mountain States,Plains/Mountains
80045,USA,CO,Rocky Mountain States,Plains/Mountains
80046,USA,CO,Rocky Mountain States,Plains/Mountains
80047,USA,CO,Rocky Mountain States,Plains/Mountains
80051,USA,CO,Rocky Mountain States,Plains/Mountains
80054,USA,CO,Rocky Mountain States,Plains/Mountains
80055,USA,CO,Rocky Mountain States,Plains/Mountains
80058,USA,CO,Rocky Mountain States,Plains/Mountains
80060,USA,CO,Rocky Mountain States,Plains/Mountains
80062,USA,CO,Rocky Mountain States,Plains/Mountains
80063,USA,CO,Rocky Mountain States,Plains/Mountains
80064,USA,CO,Rocky Mountain States,Plains/Mountains
80070,USA,CO,Rocky Mountain States,Plains/Mountains
80077,USA,CO,Rocky Mountain States,Plains/Mountains
80078,USA,CO,Rocky Mountain States,Plains/Mountains
80081,USA,CO,Rocky Mountain States,Plains/Mountains
80083,USA,CO,Rocky Mountain States,Plains/Mountains
80087,USA,CO,Rocky Mountain States,Plains/Mountains
80089,USA,CO,Rocky Mountain States,Plains/Mountains
80090,USA,CO,Rocky Mountain States,Plains/Mountains
80097,USA,CO,Rocky Mountain States,Plains/Mountains
80100,USA,CO,Rocky Mountain States,Plains/Mountains
80101,USA,CO,Rocky Mountain States,Plains/Mountains
80102,USA,CO,Rocky Mountain States,Plains/Mountains
80103,USA,CO,Rocky Mountain States,Plains/Mountains
80104,USA,CO,Rocky Mountain States,Plains/Mountains
80105,USA,CO,Rocky Mountain States,Plains/Mountains
80106,USA,CO,Rocky Mountain States,Plains/Mountains
80107,USA,CO,Rocky Mountain States,Plains/Mountains
80108,USA,CO,Rocky Mountain States,Plains/Mountains
80109,USA,CO,Rocky Mountain States,Plains/Mountains
80110,USA,CO,Rocky Mountain States,Plains/Mountains
80111,USA,CO,Rocky Mountain States,Plains/Mountains
80112,USA,CO,Rocky Mountain States,Plains/Mountains
80113,USA,CO,Rocky Mountain States,Plains/Mountains
80115,USA,CO,Rocky Mountain States,Plains/Mountains
80116,USA,CO,Rocky Mountain States,Plains/Mountains
80117,USA,CO,Rocky Mountain States,Plains/Mountains
80118,USA,CO,Rocky Mountain States,Plains/Mountains
80120,USA,CO,Rocky Mountain States,Plains/Mountains
80121,USA,CO,Rocky Mountain States,Plains/Mountains
80122,USA,CO,Rocky Mountain States,Plains/Mountains
80123,USA,CO,Rocky Mountain States,Plains/Mountains
80124,USA,CO,Rocky Mountain States,Plains/Mountains
80125,USA,CO,Rocky Mountain States,Plains/Mountains
80126,USA,CO,Rocky Mountain States,Plains/Mountains
80127,USA,CO,Rocky Mountain States,Plains/Mountains
80128,USA,CO,Rocky Mountain States,Plains/Mountains
80129,USA,CO,Rocky Mountain States,Plains/Mountains
80130,USA,CO,Rocky Mountain States,Plains/Mountains
80131,USA,CO,Rocky Mountain States,Plains/Mountains
80132,USA,CO,Rocky Mountain States,Plains/Mountains
80133,USA,CO,Rocky Mountain States,Plains/Mountains
80134,USA,CO,Rocky Mountain States,Plains/Mountains
80135,USA,CO,Rocky Mountain States,Plains/Mountains
80136,USA,CO,Rocky Mountain States,Plains/Mountains
80137,USA,CO,Rocky Mountain States,Plains/Mountains
80138,USA,CO,Rocky Mountain States,Plains/Mountains
80140,USA,CO,Rocky Mountain States,Plains/Mountains
80143,USA,CO,Rocky Mountain States,Plains/Mountains
80144,USA,CO,Rocky Mountain States,Plains/Mountains
80149,USA,CO,Rocky Mountain States,Plains/Mountains
80150,USA,CO,Rocky Mountain States,Plains/Mountains
80151,USA,CO,Rocky Mountain States,Plains/Mountains
80154,USA,CO,Rocky Mountain States,Plains/Mountains
80155,USA,CO,Rocky Mountain States,Plains/Mountains
80156,USA,CO,Rocky Mountain States,Plains/Mountains
80158,USA,CO,Rocky Mountain States,Plains/Mountains
80160,USA,CO,Rocky Mountain States,Plains/Mountains
80161,USA,CO,Rocky Mountain States,Plains/Mountains
80162,USA,CO,Rocky Mountain States,Plains/Mountains
80163,USA,CO,Rocky Mountain States,Plains/Mountains
80165,USA,CO,Rocky Mountain States,Plains/Mountains
80166,USA,CO,Rocky Mountain States,Plains/Mountains
80167,USA,CO,Rocky Mountain States,Plains/Mountains
80172,USA,CO,Rocky Mountain States,Plains/Mountains
80182,USA,CO,Rocky Mountain States,Plains/Mountains
80184,USA,CO,Rocky Mountain States,Plains/Mountains
80200,USA,CO,Rocky Mountain States,Plains/Mountains
80201,USA,CO,Rocky Mountain States,Plains/Mountains
80202,USA,CO,Rocky Mountain States,Plains/Mountains
80203,USA,CO,Rocky Mountain States,Plains/Mountains
80204,USA,CO,Rocky Mountain States,Plains/Mountains
80205,USA,CO,Rocky Mountain States,Plains/Mountains
80206,USA,CO,Rocky Mountain States,Plains/Mountains
80207,USA,CO,Rocky Mountain States,Plains/Mountains
80208,USA,CO,Rocky Mountain States,Plains/Mountains
80209,USA,CO,Rocky Mountain States,Plains/Mountains
80210,USA,CO,Rocky Mountain States,Plains/Mountains
80211,USA,CO,Rocky Mountain States,Plains/Mountains
80212,USA,CO,Rocky Mountain States,Plains/Mountains
80214,USA,CO,Rocky Mountain States,Plains/Mountains
80215,USA,CO,Rocky Mountain States,Plains/Mountains
80216,USA,CO,Rocky Mountain States,Plains/Mountains
80217,USA,CO,Rocky Mountain States,Plains/Mountains
80218,USA,CO,Rocky Mountain States,Plains/Mountains
80219,USA,CO,Rocky Mountain States,Plains/Mountains
80220,USA,CO,Rocky Mountain States,Plains/Mountains
80221,USA,CO,Rocky Mountain States,Plains/Mountains
80222,USA,CO,Rocky Mountain States,Plains/Mountains
80223,USA,CO,Rocky Mountain States,Plains/Mountains
80224,USA,CO,Rocky Mountain States,Plains/Mountains
80225,USA,CO,Rocky Mountain States,Plains/Mountains
80226,USA,CO,Rocky Mountain States,Plains/Mountains
80227,USA,CO,Rocky Mountain States,Plains/Mountains
